article_id,subject_bias_mean,subject_bias_std,framing_bias_mean,framing_bias_std,treatment_bias_mean,treatment_bias_std,guests_bias_mean,guests_bias_std,overall_bias_mean,overall_bias_std,n_scores,n_models
2026_02_18_dems_rig_virginia_vote_with_misleading_ballot_lan,-0.6812499999999999,0.6480419225122194,-0.75,0.644980619863884,-0.715625,0.6579561155578691,-0.34375,0.5275335692320127,-0.62265625,0.5487717108461404,16,8
2026_02_18_fear_porn_about_ai_dominance_follows_the_covid_ty,-0.525,0.6397797916613043,-1.0625,0.46472132411899186,-0.8208333333333333,0.2950025680422378,-0.024999999999999998,0.1602554778527654,-0.6083333333333333,0.2712205856136405,16,8
2026_02_18_frances_plan_to_lure_women_into_freezing_their_eg,-0.31875,0.46507167906320274,-0.703125,0.48698690947498785,-0.6390625000000001,0.47862378667035205,0.04375,0.2874456470360962,-0.404296875,0.30004095857551955,16,8
2026_02_18_nc_election_board_agrees_to_fix_thousands_of_vote,-0.19333333333333336,0.6250333324444919,-0.060000000000000005,0.8181424954475491,-0.15666666666666665,0.8740028331652892,-0.03571428571428571,0.45337561750655553,-0.12277777777777782,0.5746696486038348,16,8
2026_02_18_nyt_accidentally_confesses_theres_a_left_wing_jud,-0.3875,0.8216852601006464,-0.4875,1.0607387362902643,-0.7625,0.534009987422208,-0.2,0.5549774770204644,-0.45937500000000003,0.6088496667213235,16,8
2026_02_18_nyt_finally_admits_what_we_therapists_have_known_,-0.44000000000000006,0.6265552079198038,-0.3533333333333333,0.8692087260973682,-0.27999999999999997,0.8703037236669572,0.02857142857142858,0.5966941897186162,-0.26166666666666666,0.612581384291877,15,8
2026_02_18_poll_finds_majority_of_americans_concerned_about_,-0.14999999999999997,0.8436033823229175,0.11000000000000001,0.9666091936937768,0.06000000000000001,0.9788882582921414,0.28,0.41041983924323694,0.075,0.6939220257188683,15,8
2026_02_18_red_states_struggling_to_deliver_on_promises_of_p,-0.6328571428571428,0.6564224830019735,-0.6828571428571429,0.7039581968108212,-0.7035714285714285,0.6344992401211256,-0.35285714285714287,0.5191889279030736,-0.5930357142857143,0.5760958114138407,15,8
2026_02_18_stephen_colberts_nightly_democrat_extravaganza_co,-0.5727272727272728,0.7639907186490018,-0.6499999999999999,0.7664854858377946,-0.9636363636363636,0.08090398349558904,-0.5545454545454546,0.8013908364382966,-0.6852272727272728,0.5925795880570122,15,8
2026_02_18_the_violence_from_trans_ipad_kids_is_about_to_get,0.03750000000000003,0.8314144574157946,0.275,0.8531454406237795,0.17500000000000002,0.7629828681843762,-0.025,0.07071067811865477,0.11562499999999998,0.5441142047926546,15,8
2026_02_18_while_democrats_anti_ice_fury_escalates_americans,-0.18000000000000005,0.8028520589569591,-0.21666666666666673,0.9467362482811797,-0.4216666666666667,0.71582037518068,0.013333333333333334,0.0915475416434127,-0.20124999999999998,0.5379161594922178,15,8
2026_02_19_bringing_back_the_talking_filibuster_could_do_mor,-0.7,,-0.65,,-0.6,,-0.8,,-0.6875,,1,1
2026_02_20_4_of_the_best_lines_from_kavanaughs_masterclass_d,-0.1,,-0.2,,-0.1,,0.0,,-0.1,,1,1
2026_02_20_america_slides_into_a_congress_shaped_hole_and_go,,,,,,,,,,,1,1
2026_02_20_cartel_and_chinese_drones_demand_immediate_faa_ac,,,,,,,,,,,1,1
2026_02_20_cia_yanks_19_docs_compromised_by_leftist_activism,-0.7,,-0.85,,-0.9,,-1.0,,-0.8624999999999999,,1,1
2026_02_20_democrats_claim_gop_gutted_medicaid_federal_data_,-0.7,,-0.85,,-0.9,,0.0,,-0.6124999999999999,,1,1
2026_02_20_eileen_gu_indicts_birthright_citizenship_and_our_,,,,,,,,,,,1,1
2026_02_20_exclusive_republicans_launch_freedom_caucus_to_ta,,,,,,,,,,,1,1
2026_02_20_how_developers_are_making_ai_your_kids_third_pare,-0.7,,-1.0,,-1.0,,-1.0,,-0.925,,1,1
2026_02_20_kavanaugh_trump_obviously_has_tariff_power_and_he,-0.1,,-0.2,,-0.2,,0.0,,-0.125,,1,1
2026_02_20_media_mock_gen_z_for_rotisserie_chickens_because_,-0.7,,-1.0,,-1.0,,0.0,,-0.675,,1,1
2026_02_20_supreme_court_rules_against_trump_in_emergency_ta,,,,,,,,,,,1,1
2026_02_20_unmasking_the_muslim_brotherhood_ties_inside_ohio,,,,,,,,,,,1,1
2026_02_20_va_republicans_gop_fight_dems_gerrymander_at_the_,,,,,,,,,,,1,1
2026_02_bronx_lincoln_hospital_young_lords,-0.1,,-0.2,,-0.3,,-0.2,,-0.2,,1,1
2026_02_chipotle_unionization_michigan_teamsters_organizing,-0.32333333333333336,0.36492008257516695,-0.5466666666666667,0.4915233850949902,-0.47333333333333333,0.5612061839933529,-0.26,0.4626013402488151,-0.40083333333333343,0.3596087490328237,16,8
2026_02_civilization_trump_european_right_geopolitics,-0.7,,-0.85,,-1.0,,-1.0,,-0.8875,,1,1
2026_02_class_white_collar_workers_ai_capitalism,-0.221875,0.2762660251762179,-0.33125000000000004,0.649583199700649,-0.2515625,0.31812847902485347,0.0,0.0,-0.201171875,0.262005672946694,16,8
2026_02_costa_rica_fernandez_ppso_security,-0.503125,0.36077174224154535,-0.79375,0.328062494046485,-0.7703125,0.3546381665397376,-0.13333333333333333,0.3518657752744984,-0.5608072916666667,0.2321637586935016,16,8
2026_02_cuba_tricontinental_conference_internationalism_glob,-0.7,,-0.65,,-0.8,,,,-0.7166666666666668,,1,1
2026_02_cuba_us_sanctions_trump_rubio,-0.5437500000000001,0.637671545546765,-0.75,0.6088240030309799,-0.75,0.644980619863884,-0.65625,0.659260949852181,-0.675,0.6016643582596529,16,8
2026_02_doj_antitrust_slater_lobbying_bondi,-0.5928571428571427,0.35994505075141614,-0.7285714285714286,0.48226799352892746,-0.7535714285714287,0.480570288509186,-0.31428571428571433,0.5216204674741128,-0.5973214285714287,0.33887464253267513,16,8
2026_02_dorrien_christianity_american_democratic_socialism,-0.125,0.2082435704058702,-0.28928571428571426,0.416107683653648,-0.11785714285714287,0.30735042819928804,-0.15714285714285717,0.2901307018842097,-0.17232142857142857,0.24278920955167113,16,8
2026_02_fallout_tv_capitalism_war_apocalypse,-0.75,,-1.0,,-0.8,,-0.6,,-0.7875,,1,1
2026_02_france_neofascism_france_insoumise_deranque,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,1,1
2026_02_gaza_ceasefire_trump_real_estate,-0.6333333333333333,0.6853444168423418,-0.7000000000000001,0.7006490497453706,-0.6833333333333332,0.7395739969534467,-0.27499999999999997,0.46343578548999353,-0.5729166666666666,0.5776577247554965,16,8
2026_02_hind_rajab_movie_palestine_oscars,-0.25,0.45765100725819935,-0.32,0.5667646974029189,-0.25,0.59113826169894,-0.18,0.43410188256265886,-0.25,0.43696395732371335,16,8
2026_02_hyperpolitics_jager_institutions_media_review,-0.31875,0.3250686740631014,-0.5874999999999999,0.33567628964311946,-0.55,0.29760952365713794,0.0,0.0,-0.3640625,0.10076437774049206,16,8
2026_02_ice_family_separation_child_deportation,-0.7749999999999999,0.2562846428910991,-0.6666666666666666,0.6879922480183431,-0.6166666666666666,0.7171069824248152,-0.3416666666666666,0.4294993561924127,-0.6,0.39600275481135466,16,8
2026_02_ice_minnesota_trump_noem_justice,-0.6884615384615385,0.6318471090626033,-0.7230769230769231,0.6759608545789297,-0.9615384615384616,0.09607689228305229,-0.125,0.2927145677649443,-0.6403846153846153,0.3528955318649648,16,8
2026_02_israel_economy_tech_weapons_trade,-0.1,,-0.2,,-0.15,,-0.2,,-0.16250000000000003,,1,1
2026_02_jesse_jackson_death_left_sanders,-0.32499999999999996,0.6005552985917839,-0.4625,0.6644546636152087,-0.4375,0.6540896982320799,-0.30625,0.5495073551221433,-0.3828125,0.5428296809313212,16,8
2026_02_jesse_jackson_progressive_rights_obituary,-0.33437500000000003,0.4019613372784336,-0.5249999999999999,0.5167204273105526,-0.459375,0.5351693657151911,-0.2,0.4140393356054126,-0.3911458333333333,0.3960273647251047,16,8
2026_02_mothers_nordic_welfare_state_social_reproduction,-0.2375,0.37925365302569375,-0.409375,0.46411878867376183,-0.3875,0.5451299539253615,-0.125,0.3415650255319866,-0.28984375,0.3499767477395225,16,8
2026_02_olympics_private_equity_ioc_revenue,-0.1,,-0.2,,-0.3,,-0.4,,-0.25,,1,1
2026_02_power_structure_research_labor_locker,0.0,,-0.1,,0.0,,-0.2,,-0.07500000000000001,,1,1
2026_02_prairieland_trump_domestic_terrorism_ice,-0.2178571428571429,0.2598869153905383,-0.4428571428571429,0.3970357195988324,-0.39642857142857135,0.294966937987115,-0.05714285714285715,0.310617959048598,-0.2785714285714285,0.22123878564737529,16,8
2026_02_prediction_markets_kalshi_polymarket_accuracy,-0.1,,-0.2,,-0.1,,0.0,,-0.1,,1,1
2026_02_pro_worker_governance_cleveland_labor,-0.7,,-0.8,,-0.65,,,,-0.7166666666666667,,1,1
2026_02_sheinbaum_trump_oil_cuba_blockade,-0.39999999999999997,0.39157800414902433,-0.7749999999999999,0.27988092706244444,-0.434375,0.4880979239182783,-0.28214285714285714,0.43038763514245676,-0.49244791666666665,0.3380233211259247,16,8
2026_02_socrates_football_world_cup_politics,-1.0,,-1.0,,-1.0,,,,-1.0,,1,1
2026_02_south_korea_yoon_coup_verdict,-0.7,,-0.65,,-0.6,,0.0,,-0.48750000000000004,,1,1
2026_02_survivor_reality_tv_capitalist_realism,-0.1,,-0.2,,-0.3,,-0.15,,-0.18750000000000003,,1,1
2026_02_uaw_vw_mercedes_higher_ed,-0.2533333333333333,0.3461351236287988,-0.28,0.5087800535173749,-0.2533333333333333,0.5276181880687515,-0.11333333333333333,0.28999178970315365,-0.225,0.3069143668377689,16,8
2026_02_universal_childcare_mamdani_hochul_de_blasio,-0.10000000000000002,0.2273030282830976,-0.2692307692307692,0.4497862740321144,-0.11538461538461539,0.38696716881873805,0.03076923076923077,0.1436698494501391,-0.11346153846153849,0.23040168379904669,16,8
28980688,-0.043750000000000004,0.1956825660774783,-0.11875000000000001,0.45456022703267823,0.10312500000000002,0.33787016737202474,0.171875,0.47397916620881125,0.028125000000000004,0.29249287740615726,16,8
29115321,-0.7178571428571427,0.34619200033926417,-0.7214285714285715,0.6091337751626944,-0.8321428571428572,0.2728814499270438,-0.4,0.5363695626080097,-0.6678571428571428,0.335328279369717,16,8
29123091,-0.049999999999999996,0.13445044840729642,-0.19642857142857142,0.34998037621595834,-0.10357142857142856,0.2720748523379647,0.0,0.0,-0.08750000000000001,0.1479019945774904,16,8
29134266,-0.51875,0.45198635672624754,-0.51875,0.6774646362234219,-0.48125,0.6441725959192407,-0.21875,0.40036441733334227,-0.43437499999999996,0.4422362679232298,16,8
29134900,-0.5733333333333334,0.5848890818738525,-0.7333333333333333,0.626403186758299,-0.7266666666666667,0.6616717644040162,-0.42,0.5002856326996752,-0.6133333333333333,0.5298977888863725,16,8
29134931,-0.14375000000000002,0.2064582282206258,-0.3375,0.4224926034855522,-0.22187500000000002,0.39621911025761153,0.0,0.0,-0.17578125,0.2216636317148124,16,8
29138340,-0.16999999999999998,0.30810480591605743,-0.35666666666666663,0.5095048950650407,-0.29,0.3152096807795453,-0.18000000000000002,0.364887458187942,-0.24916666666666665,0.24624259718145164,16,8
29139994,-0.090625,0.1772180859844728,-0.0125,0.034156502553198666,0.0,0.0,0.0625,0.25,-0.010156250000000002,0.0688020636197297,16,8
29142365,-0.28124999999999994,0.30598202561588483,-0.44375,0.4366062299143245,-0.25,0.3881580434135903,0.0,0.0,-0.2546875,0.2668049771524762,16,8
29142442,-0.065625,0.08702250666733674,-0.15,0.4,-0.05,0.2726414006223804,-0.018125,0.2903840847337655,-0.0709375,0.19480091332776994,16,8
29143391,-0.528125,0.3745970056829962,-0.63125,0.5344389581607987,-0.64375,0.43774992861221584,-0.275,0.5972157622389639,-0.51953125,0.38182589700673786,16,8
29144178,-0.16538461538461538,0.2375084343981418,-0.22307692307692312,0.4981697270239099,-0.20961538461538462,0.35230468311333835,0.03076923076923077,0.25620504608813943,-0.14182692307692307,0.25705392966537244,16,8
29144921,-0.13076923076923078,0.2056883378018606,-0.18461538461538457,0.41199950211570613,-0.11923076923076924,0.42599807390921257,-0.08461538461538462,0.27642405179408036,-0.12980769230769232,0.21124250859118635,16,8
29147062,-0.3125,0.4145278438577237,-0.271875,0.6961725719963405,-0.09375,0.5893145736079048,0.031249999999999993,0.3419917152992647,-0.16171875,0.3884656985608039,16,8
29147162,-0.16666666666666666,0.2768874620972692,-0.37333333333333335,0.42672618632471826,-0.17999999999999997,0.3121355017113104,-0.22666666666666666,0.30581662728473336,-0.23666666666666666,0.20063886059523062,16,8
29147304,-0.128125,0.3162112953917575,-0.16562500000000002,0.47913768028267895,0.03749999999999999,0.4322422160471295,0.056249999999999994,0.225,-0.05,0.26786190471957744,16,8
29147331,-0.1366666666666667,0.17775049393809877,-0.21000000000000002,0.29772950331275055,-0.19666666666666666,0.2954818502201511,0.0,0.0,-0.13583333333333333,0.15647246068360063,16,8
29147656,-0.10312500000000001,0.12970318680227816,-0.2625,0.3862210075418822,-0.18125000000000002,0.3837859646556485,0.00625,0.025,-0.13515625,0.18837123973243192,16,8
29147820,-0.16875,0.19906029237394385,-0.253125,0.3490313978235578,-0.18687499999999999,0.3246889537182727,0.0,0.0,-0.15218750000000003,0.16953828230422374,16,8
29147828,-0.475,0.6516645353758839,-0.64375,0.6541852438975778,-1.14375,2.452473241444236,-0.04666666666666666,0.18073922282301277,-0.5921875,0.8095121344571268,16,8
29148256,-0.28125,0.40368097965266253,-0.44999999999999996,0.5354126134736336,-0.43125,0.5677073776750367,-0.20625000000000002,0.40409363601356885,-0.34218750000000003,0.38402677315520595,16,8
29148270,-0.27499999999999997,0.38514066694304483,-0.38125,0.43813049806345755,-0.4125,0.4801041553663122,-0.075,0.2569046515733026,-0.2859375,0.30413384526115034,16,8
29148433,-0.1375,0.34034296427770233,-0.2375,0.455887413001646,-0.12000000000000001,0.3589667712437223,-0.0625,0.25,-0.1375,0.20696215435033852,16,8
29150791,-0.05333333333333333,0.13557637102737477,-0.18666666666666665,0.3563037762252611,-0.013333333333333334,0.051639777949432225,-0.006666666666666667,0.025819888974716113,-0.065,0.09296696802013685,16,8
29150974,-0.20714285714285716,0.3668248077222144,-0.4428571428571429,0.49101822888656693,-0.2357142857142857,0.406877684998146,-0.09285714285714286,0.2730575755412026,-0.24464285714285716,0.310269512407633,16,8
29151828,-0.3466666666666667,0.580475995156028,-0.4366666666666667,0.7125073099040223,-0.3266666666666666,0.7004760286167305,-0.13333333333333333,0.6137317546507323,-0.3108333333333333,0.5471489959869467,16,8
29152239,-0.5375,0.5018299844900993,-0.79375,0.2489143092177172,-0.88125,0.1558578412100805,-0.31875000000000003,0.4777987721485549,-0.6328125,0.24794467628888506,16,8
29152429,-0.3875,0.399791612384919,-0.471875,0.44157624860643635,-0.30125,0.4343097972645793,-0.12499999999999999,0.6329823588905671,-0.32140625,0.3421354127023392,16,8
29153734,-0.1125,0.20289570391377604,-0.309375,0.4156195175077,-0.125,0.3842742076521226,-0.06875,0.24958298553119895,-0.15390625,0.2339746580828787,16,8
29153846,-0.23571428571428574,0.2060886398434603,-0.4785714285714286,0.34901745918103694,-0.45,0.3695111115223215,0.0,0.0,-0.2910714285714286,0.1825585108673652,16,8
29154335,-0.05,0.1264911064067352,-0.18125,0.3290769920044041,-0.04375,0.0963932916061417,0.0,0.0,-0.06875,0.09420721840708386,16,8
